country_code,mapped_bvdId,mapped_name,mapping_score,original_name,company_name,BvD ID number ,Country ISO code,"NACE Rev. 2, core code (4 digits)","NAICS 2017, core code (4 digits)",Major sectors,GUO - BvD ID number,GUO - Country ISO code,Status,Date of incorporation,Fixed assets <th USD 2016>,Intangible fixed assets <th USD 2016>,Tangible fixed assets <th USD 2016>,Other fixed assets <th USD 2016>,Current assets <th USD 2016>,Stock <th USD 2016>,Debtors <th USD 2016>,Other current assets <th USD 2016>,Cash & cash equivalent <th USD 2016>,Total assets <th USD 2016>,Shareholders funds <th USD 2016>,Capital <th USD 2016>,Other shareholders funds <th USD 2016>,Non-current liabilities <th USD 2016>,Long term debt <th USD 2016>,Other non-current liabilities <th USD 2016>,Provisions <th USD 2016>,Current liabilities <th USD 2016>,Loans <th USD 2016>,Creditors <th USD 2016>,Other current liabilities <th USD 2016>,Total shareh. funds & liab. <th USD 2016>,Working capital <th USD 2016>,Net current assets <th USD 2016>,Enterprise value <th USD 2016>,Number of employees <2016>,Operating revenue (Turnover) <th USD 2016>,Sales <th USD 2016>,Costs of goods sold <th USD 2016>,Gross profit <th USD 2016>,Other operating expenses <th USD 2016>,Operating P/L [=EBIT] <th USD 2016>,Financial P/L <th USD 2016>,Financial revenue <th USD 2016>,Financial expenses <th USD 2016>,P/L before tax <th USD 2016>,Taxation <th USD 2016>,P/L after tax <th USD 2016>,Extr. and other P/L <th USD 2016>,Extr. and other revenue <th USD 2016>,Extr. and other expenses <th USD 2016>,P/L for period [=Net income] <th USD 2016>,Export revenue <th USD 2016>,Material costs <th USD 2016>,Costs of employees <th USD 2016>,Depreciation & Amortization <th USD 2016>,Other operating items <th USD 2016>,Interest paid <th USD 2016>,Research & Development expenses <th USD 2016>,Cash flow <th USD 2016>,Added value <th USD 2016>,EBITDA <th USD 2016>
ZA,ZA201212558507,RQUBED CONSULTANTS (PTY) LTD,scoreB,Rqubed,RQUBED CONSULTANTS (PTY) LTD,ZA201212558507,ZA, , , , , ,Active,16/07/2012,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
AR,AR30-63347919-0,RTV SA,scoreA,RTV,RTV SA,AR30-63347919-0,AR,6391,5191,Other services, , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
PK,,,,Sachal Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,,,,Samuel Filimoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG,SG53210713J,THE SANSARA,scoreB,Sansa Art,THE SANSARA,SG53210713J,SG,4642,4243,Wholesale & retail trade, , ,Inactive (no precision),12/03/2012,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0009683213,SAPALA ORGANICS PRIVATE LIMITED,scoreB,Sapala,SAPALA ORGANICS PRIVATE LIMITED,IN0009683213,IN,2013,3251,"Chemicals, rubber, plastics, non-metallic products", , ,Active,04/08/2005,"3,855",0,"3,648",207,"2,185",540,72,"1,573","1,004","6,040","2,947","1,332","1,615","1,275",904,372,372,"1,818",543,297,978,"6,040",315,n.a.,n.a.,n.a.,"3,280","3,204",155,"3,125","2,417",709,-88,0,88,621,183,438,136,136,0,574,n.a.,155,748,226,n.a.,n.a.,n.a.,800,n.a.,934
GH,,,,Sara Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,BR04869536000107,SAT SERVICE TERCEIRIZACAO DE MAO DE OBRA LTDA (Alias: SAT),scoreA,SAT,SAT SERVICE TERCEIRIZACAO DE MAO DE OBRA LTDA,BR04869536000107,BR,8299,5614,Other services, , ,Active,06/11/2001,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,251,"1,688",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0009562815,SATIN WEAVES PVT LTD,scoreB,Satin,SATIN WEAVES PVT LTD,IN0009562815,IN,1310,3131,"Textiles, wearing apparel, leather", , ,Active,11/11/1992,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,74,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0014454626,SATISH CREDITS PVT LTD,scoreC,Satin Credit,SATISH CREDITS PVT LTD,IN0014454626,IN,6491,5222,Banks, , ,Active,05/12/1989,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,147,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
AFR,RS20112948,SAVCIC,scoreB,Savcio,SAVCIC,RS20112948,RS,6920,5412,Other services,RS*1630147533,RS,Active,27/12/2005,1,0,1,0,4,0,3,1,0,4,3,0,3,0,0,0,0,1,0,1,0,4,2,3,n.a.,5,42,42,n.a.,n.a.,n.a.,0,0,0,0,0,0,0,0,0,0,0,n.a.,6,24,0,n.a.,n.a.,n.a.,1,n.a.,1
GT,GT196160307154,SAVE MONEY,scoreD,Save-A-Lot,SAVE MONEY,GT196160307154,GT, , , , , ,Active,03/08/1998,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
AFR,LV360307572,SC AUTO SIA,scoreB,SC Auto Africa,SC AUTO SIA,LV360307572,LV,4520,8111,Other services,LV*110144241190,LV,Active,23/09/2016,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,0,n.a.,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.
MX,MXSCI001208M74,SCITUM SA DE CV,scoreB,Scitum Integraio,SCITUM SA DE CV,MXSCI001208M74,MX,6209,5415,Other services,WW*913418648,n.a.,Active,08/12/2000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
WLD,US281601329L,SCOUTIBLE INC,scoreA,Scoutible,SCOUTIBLE INC,US281601329L,US,6201,5415,Other services, , ,Active,2015,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,250,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
TZ,,,,SDL - Sabuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,,,,Senbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,US266045603L,SENSIT INC,scoreB,Sensity,SENSIT INC,US266045603L,US,2651,3345,"Machinery, equipment, furniture, recycling", , ,Active,2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,,,,Sensoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA0000745486,SERVO INVESTMENTS (PROPRIETARY) LIMITED,scoreB,Serve Investment,SERVO INVESTMENTS (PROPRIETARY) LIMITED,NA0000745486,NA, , , , , ,Status unknown, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,MXSCD021016CM9,SERVICIO CASETA EL DORADO SA,scoreB,Servicios Caset,SERVICIO CASETA EL DORADO SA,MXSCD021016CM9,MX,4730,4471,Wholesale & retail trade, , ,Active,16/10/2002,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
RU,,,,Setcar holding LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,,,,Setcar holding LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZM,,,,Setfin Cash Intransit Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,,,,Seven Oceans Fish Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TNB24192512010,MIC AFRICA,scoreC,SFC Africa,MIC AFRICA,TNB24192512010,TN, , , ,IT00643600232,IT,Active,2010,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,CN9390536791,SHANG HAI KE LAI FU SHI YOU XIAN GONG SI,scoreB,Shanghai Kelaibo,SHANG HAI KE LAI FU SHI YOU XIAN GONG SI,CN9390536791,CN, , , , , ,Active,21/05/2012,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,MXPSS101004KU6,PHARMA SHARED SERVICES SA DE CV,scoreB,Shared Services,PHARMA SHARED SERVICES SA DE CV,MXPSS101004KU6,MX, , , ,YY*110148035476,n.a.,Active,04/10/2010,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0000223981,SHAREKHAN LIMITED,scoreA,Sharekhan,SHAREKHAN LIMITED,IN0000223981,IN,6499,5239,Banks,FR662042449,FR,Active,20/04/1995,"52,854",416,"11,027","41,411","338,533",0,"48,844","289,689","243,775","391,387","186,386","13,341","173,045","52,546","51,682",864,864,"152,455",0,"134,472","17,983","391,387","-85,628",n.a.,n.a.,n.a.,"87,957","72,596",0,"87,957","76,976","10,981","10,441","10,657",216,"21,422","7,711","13,711","1,496","2,344",848,"15,207",n.a.,n.a.,"35,041","2,113",n.a.,62,n.a.,"17,320","60,134","13,094"
CN,,,,SHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLD,GBML1586828,SHEARWATER,scoreA,Shearwater,SHEARWATER,GBML1586828,GB,8790,6239,"Education, Health", , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,CN9363970766,"GUANGCAI( BAOTOU ) INDUSTRIAL CO.,LTD",scoreE,Shiguang Caibei,"GUANGCAI( BAOTOU ) INDUSTRIAL CO.,LTD",CN9363970766,CN,6619,5239,Other services, , ,Status unknown,08/2001,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0002119319,CLUES NETWORK PRIVATE LIMITED,scoreE,Shop Clues,CLUES NETWORK PRIVATE LIMITED,IN0002119319,IN,4799,4543,Wholesale & retail trade,IN0002119319,IN,Active,05/03/2011,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,52,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
RU,RU*913013574,SIBERIAN NEWSPAPER,scoreD,SiberianNetworks,SIBERIAN NEWSPAPER,RU*913013574,RU, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
EG,,,,SIC (Shams),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,,,,Sideco Printing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL,,,,Sierra Lighthous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,HK0024484347,SIM TECH TRADE LIMITED,scoreD,Siim Tech,SIM TECH TRADE LIMITED,HK0024484347,HK, , , , , ,Active,29/06/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0011797211,SILKROUTE EXIM PRIVATE LIMITED,scoreB,Silkroute,SILKROUTE EXIM PRIVATE LIMITED,IN0011797211,IN,7021,5416,Other services, , ,Active,19/02/2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0011004677,SILVAN CHEMICAL PRIVATE LIMITED,scoreB,Silvan,SILVAN CHEMICAL PRIVATE LIMITED,IN0011004677,IN,2120,3254,"Chemicals, rubber, plastics, non-metallic products", , ,Active,07/12/1998,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
TR,TR2152962F,SINEM BAY,scoreB,Sinemia,SINEM BAY,TR2152962F,TR,4778,4539,Wholesale & retail trade, , ,Inactive (no precision),13/04/2012,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,CN9402859815,"SINO-AGRI EQUIPMENT CO., LTD.",scoreC,Sino-Agri Bio,"SINO-AGRI EQUIPMENT CO., LTD.",CN9402859815,CN,4531,4231,Wholesale & retail trade, , ,Active,19/03/2012,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,,,,SinowayCosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,ZA196600121607,SIRACE (PTY) LTD,scoreC,SIRAC SA,SIRACE (PTY) LTD,ZA196600121607,ZA,9810,8141,Other services, , ,Active,18/02/1966,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,,,,SITUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLD,TW23039724,SIXUP CORPORATION,scoreA,Sixup,SIXUP CORPORATION,TW23039724,TW,2229,3261,"Chemicals, rubber, plastics, non-metallic products", , ,Active,23/08/1988,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,549",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MW,,,,Skard Special Needs Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,,,,SKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,,,,Sky Atlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,Skye CAPIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,ZA201100061107,SLIMSUN (RF) (PTY) LTD (Previous name: SLIMSUN (PTY) LTD),scoreA,SlimSun,SLIMSUN (RF) (PTY) LTD,ZA201100061107,ZA,4778,4539,Wholesale & retail trade, , ,Active,10/01/2011,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
KZ,,,,Smagars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID4-5374549,SMIV,scoreD,SMI - Q,SMIV,ID4-5374549,ID, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,,,,Snabizz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,,,,SoarOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,,,,SODEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,,,,Sogetra SPRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,,,,SoGood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
